species;44;62;69;72;76;79;83;86;91;98;105;112;119;126;133;140
X1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X5;0;0;0;0,428289075;0,331424468;0,535177113;0;0,38992808;0,331511148;0;0;0,330414746;1,369834273;0;2,99200262;0
X6;0,341888341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X7;0;0;0;0;0;0;0;0;0;0,298624446;0;0;0;0;0;0
X8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X12;0,13896241;8,597785682;4,495452354;5,872149848;8,794438168;11,64047971;15,56841613;5,972613598;20,90664922;24,78881613;29,7518902;22,31547225;18,5120805;33,47926688;27,10996362;30,35959864
X13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X17;0;0;0;0;0;0;0;0;0;0;0;0;0,284176586;0;0;0
X18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X20;0;0;0;0;0;0;0;0;0;0;0;0;0,517304515;0;0;0
X21;1,410570492;0;0;0,428289075;0,179046117;0,475391002;1,148370556;0,356167296;0,643867782;0;0,518515465;1,064048335;1,111182016;0,452760112;0;0,346474085
X22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X24;0;0;0;0;0;0;0;0,177473406;0;0;0;0;0;0;0;0
X25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X29;0,13896241;0;1,609481611;2,050872804;3,100625583;2,357019299;4,418201195;2,388227263;5,709592082;1,786285921;1,137743617;5,947394689;2,21424239;5,61271751;3,761751286;3,367274544
X30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,644215017
X33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X35;51,74237827;970,0250391;2240,937093;519,5537147;32,95203918;26,67826165;333,3258647;690,1323189;937,6611875;920,1688278;781,8171347;196,5284115;874,986216;932,7875021;345,8064903;1132,394597
X36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X38;0;0;0;0,185520568;0;0;0;0,177473406;0;0;0;0;0;0;0;0
X39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,309344185;0
X40;0,341888341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
