species;44;62;69;72;76;79;83;86;91;98;105;112;119;126;133;140
X1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,145737874
X6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X12;3,099135692;22,14975969;9,835819523;14,46314759;27,37261325;16,85183173;11,46592643;11,64017965;10,67304175;6,8621501;6,593666247;21,75001379;19,56635465;33,25785983;23,72551912;17,02491903
X13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X17;0,19584576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X20;0;0;0;0;0;0;0,526268918;0;0;0;0;0;0,78300441;0;0;0
X21;0,39169152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X22;3,229434453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X24;0,989347231;0;0;0;0;0;0;0;0;0;0;0;0,378073485;0;0;0
X25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X32;0,288311806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X35;0,432467709;15,50549712;47,21950827;354,5052685;73,8517015;69,50760843;113,7468618;330,3674838;3,206028035;291,2410102;1,453400594;394,2575978;136,8066698;1251,007168;166,76272;111,6102063
X36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X38;3,257148737;0;0,272945135;0;0;0;0;0;0;0;0;0;0;0;0;0
X39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
