species;44;62;69;72;76;79;83;86;91;98;105;112;119;126;133;140
X1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X5;0;0;0;0;0;0,307342977;0;0;0;0;0;0;0;0;0;0
X6;0,478470278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X12;26,30959552;97,15553368;126,8181373;117,9345719;114,1498206;142,9981277;167,3363209;186,4789698;286,5288866;233,5946465;353,5913531;341,038435;225,8370584;361,8185699;308,2679213;192,3943264
X13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X19;0;0;0;0;0,302449935;3,624920928;1,100088397;0;0;0,785523809;0;0;0;0;0,187495263;0
X20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X24;0;0;0;0;0;0;0;0;0,978781565;0;0;0;0;0;0;0
X25;0;0;1,48079898;1,540320745;0;0;0;0;0;0;0;0;0;0,900120319;1,317966363;0,533867067
X26;0;0;0;0;0,196070342;0;0;0;0;0;0;0;0;0;0;0
X27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X29;22,280995;4,0821966;7,698626622;40,27083656;41,98842084;66,73866518;67,07962727;62,81709153;88,45653872;20,90652054;29,59151014;20,70861719;23,85863021;49,11588671;25,79303696;11,69600026
X30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X32;0;0,357419189;0;0;0;0;1,375110496;0;0;0;0;0,283692953;0;0;0,843728682;0,255194899
X33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X35;3737,444349;367,2196163;269,2498198;235,0951147;238,9666851;801,0224945;983,708389;637,4902385;970,2528029;539,27698;984,8894859;1374,924502;888,8521799;629,534855;185,8826864;217,880439
X36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X38;0;0,395065569;0;0;0;0;1,153272385;0;0;0,681969196;0;0;0,298749868;0;0,973088987;0,891856901
X39;0;0;0;0,716519893;0;0;0,275022099;0;0;0;0;0;0;0;0;0
X40;0;0;0;0;0;0;0;0;0;0;1,317287592;0;0;0;0;0
