;D315_S4;D316_S5;D317_S6;D321_S10;D322_S11;D323_S12;D327_S16;D328_S17;D329_S18;D333_S22;D334_S23;D335_S24;D339_S28;D340_S29;D341_S30;D345_S34;D346_S35;D347_S36;D351_S40;D352_S41;D353_S42;D358_S45;D359_S46
Defluviicoccus_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0;0;0;0,009406895;0;0;0;0,005395988;0;0;0;0;0;0;0;0;0;0;0;0;0,003954836;0;0
Defluviimonas_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,065391696;0,035722137;0,03272644;0,029788502;0,047814718;0,010745755;0,036006841;0,049334752;0,063361908;0,039795512;0,01773406;0,117858224;0,024460985;0,017980222;0,035422217;0;0,018108486;0,173905202;0;0;0,055367701;0,017489069;0,061400194
Deinococcus_Deinococcaceae_Deinococcales_Deinococci_Deinococcus-Thermus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00579684;0;0;0,008568811;0;0,016193458
Delftia_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Desulfovibrio_Desulfovibrionaceae_Desulfovibrionales_Deltaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005711675;0;0;0
Devosia_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,06438567;0,042591778;0,052362304;0,054873556;0,049308928;0,051937818;0,040507696;0,043167908;0,031680954;0,047958694;0,034285849;0,038925652;0,04368033;0,103885726;0,053903374;0,049428629;0,02469339;0,063765241;0,087082729;0,068540096;0,092938641;0,047470331;0,064099104
Diplosphaera_Opitutaceae_Opitutales_Opitutae_Verrucomicrobia;0,010060261;0,006869642;0;0;0,011953679;0;0;0,012333688;0;0;0,011822707;0,005406341;0;0;0,010780675;0;0;0;0;0;0,005273114;0;0
Dokdonella_Xanthomonadaceae_Xanthomonadales_Gammaproteobacteria_Proteobacteria;0,067403748;0,071444273;0,092724912;0,07995861;0,092641016;0,123576187;0,067512827;0,087106671;0,120201267;0,238773074;0,121773879;0,153540072;0,223643289;0,293676955;0,260276293;0,321286086;0,260103712;0,486290473;0,614701614;0,283951826;0,394165299;0,727045597;0,790105797
Dokdonia_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003295696;0;0
Dyadobacter_Cytophagaceae_Cytophagales_Cytophagia_Bacteroidetes;0,020120522;0,017861068;0,011999695;0;0,014942099;0,008954796;0;0,028521653;0,004658964;0;0,013004977;0;0;0;0;0,005884361;0;0,00386456;0;0;0;0,007495315;0,003373637
Endozoicomonas_Hahellaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ensifer_Rhizobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,010949587;0;0;0,01911504;0;0
Erythrobacter_Erythrobacteraceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0,007042183;0,00824357;0,008727051;0;0,01045947;0;0;0,03083422;0,020499441;0,046938297;0,015369519;0,021625362;0,026208198;0;0,018481157;0,01647621;0,021400938;0,107563588;0,011952531;0,008159535;0,138419252;0,006246096;0,118077297
Escherichia-Shigella_Enterobacteriaceae_Enterobacteriales_Gammaproteobacteria_Proteobacteria;0,034204887;0;0,019635864;0;0,016436309;0;0;0,018500532;0,015840477;0,007142784;0,007093624;0,010812681;0;0;0,009240578;0;0;0,033492854;0;0;0,020433318;0;0,032386916
Exiguobacterium_Family-XII_Bacillales_Bacilli_Firmicutes;0;0;0,006545288;0;0;0;0;0;0,006522549;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004048364
Falsirhodobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,236416133;0,0824357;0,430898123;0,133264349;0,085169966;0,085966043;0,126023945;0,080168972;0,071748043;0,089795002;0,072118511;0,071363695;0,118810497;0,069923085;0,077004821;0,050605501;0,085603753;0,125598202;0,075130197;0,0579327;0,033616104;0,021236727;0,037110008
Ferrovibrio_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;3,3430247;4,0668279;4,6307912;5,6676544;8,2330967;5,668386;5,7520929;6,566918;7,3891167;6,4325874;6,9411111;6,1978288;4,7104868;6,5188293;9,6256026;3,9001542;5,1197629;6,527886;3,0871681;3,6897418;3,5389189;4,0262336;4,1691407
Ferruginibacter_Chitinophagaceae_Sphingobacteriales_Sphingobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01867871;0;0;0,0184559;0,04372267;0,03913419
Filomicrobium_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,00503013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flavobacterium_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0,068409775;0,120905694;0,059998473;0,112882743;0,101606276;0,078802206;0,058511117;0,107148914;0,07081625;0,038775115;0,066207157;0,049738333;0,052416396;0,021975827;0,015400964;0,029421803;0,049386781;0,086308508;0,022197558;0,02774242;0,063277372;0,021236727;0,031037461
Fluviicola_Cryomorphaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;1,476846309;1,509947241;0,955612039;0,950096421;0,906985431;0,668027796;0,517598344;0,590475309;0,391352963;0,480607341;0,575765816;0,903940141;0,428067233;0,293676955;0,403505259;0,488401925;0,299613137;0,425101606;0,104157773;0,166454519;0,385596488;0,271080575;0,338038432
Frankia_Frankiaceae_Frankiales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frondihabitans_Microbacteriaceae_Micrococcales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gallaecimonas_Unknown-Family_Gammaproteobacteria-Incertae-Sedis_Gammaproteobacteria_Proteobacteria;0;0,027478567;0,009817932;0;0;0;0,022504276;0,024667376;0,02702199;0,026530342;0,022463143;0,044331993;0,048921969;0,033962641;0,012320771;0,055312989;0,018108486;0,047662907;0,093912747;0,0579327;0,035593522;0,024984385;0,046556191
Gemmobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0,019234997;0;0;0;0,028655348;0;0;0,029817369;0,011224375;0,008275895;0;0,013977706;0;0;0,007061233;0,051033007;0,047662907;0;0,004079768;0,003954836;0;0,007422002
GKS98-freshwater-group_Alcaligenaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,044265148;0,046713563;0,033817321;0,037627581;0,047814718;0,016118633;0;0,030063364;0,032612747;0,014285569;0,029556767;0,031356775;0,020966558;0,031964839;0;0,010591849;0,032924521;0,01159368;0;0,01631907;0,016478482;0,009993754;0,013494548
Gordonia_Nocardiaceae_Corynebacteriales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Haematobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,007042183;0;0;0;0;0;0;0,006166844;0;0;0;0;0;0;0;0;0,00823113;0;0;0;0;0;0
Halomonas_Halomonadaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0,005101989;0;0;0;0;0;0;0;0;0;0;0;0;0
Hoeflea_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;4,4687679;4,7057046;4,9951456;5,8714705;5,2835263;5,4552618;5,1939869;5,1493147;7,4422288;5,3203539;6,3038672;5,7858657;7,4378866;8,6484867;8,8447737;8,7724047;7,2911351;7,3053067;9,8796209;7,9269885;8,3915024;6,0899438;5,4011929
Hydrogenophaga_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,142855706;0,114036052;0,112360776;0,094068953;0,097123646;0,121785228;0,036006841;0,089419237;0,103428997;0,076529831;0,079212135;0,098395398;0,080371807;0,059934073;0,053903374;0,035306163;0,049386781;0,081155761;0,01536754;0,020398838;0,042844054;0,026233604;0,035760553
Hyphomicrobium_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,038228992;0,015113212;0,023999389;0,039195397;0,019424729;0,039401103;0,022504276;0,058585018;0,02702199;0,096937786;0,05320218;0,12002076;0,176468533;0,087903306;0,149389352;0,230666933;0,075726397;0,086308508;0,162212926;0,150951402;0,127873023;0,13116802;0,155862032
Hyphomonas_Hyphomonadaceae_Caulobacterales_Alphaproteobacteria_Proteobacteria;0,238428185;0,287151022;0,256357111;0,180298826;0,24654464;0,231033742;0,198037627;0,26517429;0,238538949;0,23571188;0,238818675;0,263829419;0,270818045;0,301668165;0,198672437;0,209483235;0,159683925;0,144276909;0,095620251;0,213779823;0,141055809;0,124921924;0,126848753
Idiomarina_Idiomarinaceae_Alteromonadales_Gammaproteobacteria_Proteobacteria;0;0,027478567;0,013090576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ilumatobacter_Acidimicrobiaceae_Acidimicrobiales_Acidimicrobiia_Actinobacteria;0,091548375;0,083809628;0,091634031;0,061144819;0,053791558;0,060892614;0,027005131;0,07014785;0,075475214;0,034693524;0,066207157;0,032438043;0,069888528;0,023973629;0,047742989;0,04472114;0,060910363;0,068273894;0,013660036;0,018766931;0,073823601;0,014990631;0,034411098
Imperialibacter_Flammeovirgaceae_Cytophagales_Cytophagia_Bacteroidetes;0,033198861;0,02473071;0,021817626;0,037627581;0,026895779;0,016118633;0;0,006937699;0,024226612;0;0,013004977;0,009731413;0;0,009989012;0,009240578;0;0,009877356;0,02318736;0;0;0,012523647;0;0
Jahnella_Polyangiaceae_Myxococcales_Deltaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jannaschia_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003220467;0;0;0;0;0
Jatrophihabitans_Frankiaceae_Frankiales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007061233;0;0,016102334;0;0;0;0;0,008771456
Jhaorihella_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0,00896526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaistia_Rhizobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kerstersia_Alcaligenaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,011523582;0,032204667;0;0;0;0;0,004048364
Ketogulonicigenium_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,074445931;0,04946142;0,053453185;0,086229873;0,035861038;0,066265492;0,045008552;0,035459353;0,032612747;0,03163233;0,027192225;0,032438043;0,066394101;0,051942863;0,053903374;0,030598675;0,02469339;0,041221974;0,023905063;0,044877444;0,038230079;0,019987508;0,018892367
Kiloniella_Sphingomonadales-Incertae-Sedis_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Klebsiella_Enterobacteriaceae_Enterobacteriales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kordiimonas_Kordiimonadaceae_Kordiimonadales_Alphaproteobacteria_Proteobacteria;0,017102444;0,015113212;0,019635864;0;0,011953679;0,016118633;0;0,010021121;0,006522549;0;0,011822707;0,015137754;0,012230492;0;0;0;0;0,008373213;0;0;0;0;0
Labrenzia_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Labrys_Xanthobacteraceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007343582;0;0;0
Lapillicoccus_Intrasporangiaceae_Micrococcales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,016746427;0;0;0;0;0
Lentibacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,016096418;0,028852495;0,026181152;0,020381606;0,026895779;0;0;0;0;0;0,015369519;0,028112971;0,012230492;0,013984617;0,010780675;0;0;0;0;0,004079768;0,007250532;0,009993754;0,012819821
Leptothrix_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,024984385;0
Lewinella_Saprospiraceae_Sphingobacteriales_Sphingobacteriia_Bacteroidetes;0,013078339;0,009617498;0,011999695;0;0,013447889;0,012536715;0;0,006166844;0,004658964;0;0,007093624;0;0;0;0;0;0;0;0;0;0;0;0
Limnobacter_Burkholderiaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0,008727051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004508653;0;0;0;0;0,005397819
Limnohabitans_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0,005454407;0;0;0,157604413;0;0,202734995;0;0;0,17615833;0;0;0,101887923;0,012320771;0,097680385;0;0;0;0,151767355;0,19642351;0,113678951;0,026989096
Loktanella_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,106638766;0,149758189;0,159268673;0,233604565;0,176316773;0,102084677;0,261049599;0,13181629;0,080134178;0,086733809;0,072118511;0,136239782;0,150260335;0,095894516;0,190971955;0,056489861;0,097127336;0,175193389;0,155382908;0,034270048;0,099530034;0,056214866;0,087039836
Luteimonas_Xanthomonadaceae_Xanthomonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lutibacter_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Magnetospira_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maricaulis_Hyphomonadaceae_Caulobacterales_Alphaproteobacteria_Proteobacteria;0,056337461;0,046713563;0,043635253;0,032924133;0,040343668;0,064474533;0,031505986;0,031605075;0,013976892;0,008163182;0,022463143;0,035681848;0,013977706;0,023973629;0,030801928;0,014122465;0,026339616;0,014170054;0;0,013055256;0,011864507;0,007495315;0,01821764
Marinicella_Family-Incertae-Sedis_Order-Incertae-Sedis_Gammaproteobacteria_Proteobacteria;0,10563274;0,072818202;0,082906981;0,095636768;0,056779978;0,055519736;0,099018814;0,080939827;0,063361908;0,03163233;0,046108556;0,043250724;0,029702624;0,017980222;0,032342025;0,032952419;0,044448103;0,042510161;0,013660036;0,013055256;0,044162333;0,028732042;0,047230919
Marinobacterium_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0,4587479;0,19784568;0,371990531;0,32297007;0,264475159;0,313417867;0,369070123;0,382344326;0,364330973;0,218365119;0,197439202;0,189221919;0,260334766;0,12386375;0,255656004;0,243612527;0,228825418;0,314961644;0,102450269;0,123208982;0,334842762;0,174890693;0,182851128
Marinomonas_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0,043259122;0,06594856;0,05781671;0,081526426;0,026895779;0,078802206;0,049509407;0,043938763;0,038203504;0,034693524;0,018916331;0,011893949;0,055910822;0,04994506;0,035422217;0,009414977;0,014816034;0,03284876;0,010245027;0,020398838;0,023069875;0,008744535;0,012819821
Maritalea_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0,007636169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004895721;0;0;0
Marivita_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,024144626;0,013739283;0,028362914;0,047034476;0,020918939;0,017909592;0;0,030063364;0,013976892;0,012244773;0,021280872;0,01730029;0,015724919;0;0,020021253;0,023537442;0,019754712;0,012881867;0;0,008159535;0,012523647;0,024984385;0,006072547
Marmoricola_Nocardioidaceae_Propionibacteriales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Massilia_Oxalobacteraceae_Burkholderiales_Betaproteobacteria_Proteobacteria;1,451695657;0,913662343;1,345056671;0,896790681;1,346283153;1,246507629;0,904671888;0,959715092;1,133060007;0,809175417;0,961186054;0,646598331;1,462417444;1,056837479;0,700743867;0,569606101;0,544900815;0,521715607;0,399556049;0,478964718;0,953774561;0,599625234;0,717235237
Mesorhizobium_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,27162705;0,34622994;0,33162792;0,28220686;0,35861038;0,35998281;0,25654874;0,34765583;0,28978755;0,3163233;0,3062081;0,35357467;0,33022329;0,31365498;0,2587362;0,36129974;0,27162729;0,27438376;0,37394348;0,31332615;0,66375327;0,39225484;0,56946993
Methylibium_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;1,104616654;1,000219829;0;0;0,528950318;0;0;0,242048626;0,004658964;0;0,009458165;0,682280178;0;0;0;0,483694437;0;0,00386456;0;0;0;0;0
Methylobacterium_Methylobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,010060261;0;0,015272339;0;0;0;0;0,006166844;0,006522549;0,005101989;0,008275895;0;0,010483279;0,009989012;0,02156135;0;0;0,00772912;0;0,007343582;0,008568811;0;0,004048364
Methyloferula_Beijerinckiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003220467;0;0;0;0;0
Methylosinus_Methylocystaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Methylotenera_Methylophilaceae_Methylophilales_Betaproteobacteria_Proteobacteria;0,549290249;0,484996703;0,48653307;0,691406801;0,661935002;0,496095709;0,544603475;0,528036014;0,520872158;0,30407853;0,469361456;0,33194931;0,445539365;0,325641794;0,423526513;0,198891386;0,241995226;0,519139234;0,268078204;0,22928294;0,241904122;0,171143036;0,267866782
Methylovirgula_Beijerinckiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003954836;0;0
Microbacterium_Microbacteriaceae_Micrococcales_Actinobacteria_Actinobacteria;0,127765314;0,108540339;0,086179625;0,109747111;0,068733657;0,07163837;0,054010262;0,087106671;0,076407007;0,066325854;0,041379473;0,091907789;0,03843869;0,095894516;0,084705303;0,050605501;0,09548111;0,101122655;0,044395117;0,081595352;0,096893476;0,052467208;0,05465292
Micrococcus_Micrococcaceae_Micrococcales_Actinobacteria_Actinobacteria;0,042253096;0,026104638;0,013090576;0,034491949;0,025401569;0,016118633;0;0,013875399;0,007454342;0,008163182;0;0,016219022;0;0,011986815;0;0;0,013169808;0,01545824;0;0;0,007909672;0;0,012145093
Microvirga_Methylobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Moraxella_Moraxellaceae_Pseudomonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0,010483279;0;0,007700482;0;0,00823113;0,01159368;0;0;0,006591393;0;0
Mycobacterium_Mycobacteriaceae_Corynebacteriales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nakamurella_Nakamurellaceae_Frankiales_Actinobacteria_Actinobacteria;0,010060261;0;0;0,007839079;0;0;0;0,005395988;0;0;0;0;0;0;0;0;0;0,014170054;0,010245027;0;0,004613975;0;0,006747274
Neptunomonas_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0,00503013;0;0;0;0;0;0;0,003854277;0;0,006122387;0;0;0;0;0;0;0;0;0;0;0;0;0,003373637
Nesiotobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nisaea_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0,003854277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003373637
Nitratireductor_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,080482088;0,063200703;0,065452879;0,108179295;0,068733657;0,089547962;0,027005131;0,074002128;0,078270593;0,070407445;0,066207157;0,069201159;0,089107873;0,061931875;0,086245399;0,118864083;0,049386781;0,109495868;0,075130197;0,066092235;0,72043925;0,109931293;0,120101479
Nocardioides_Nocardioidaceae_Propionibacteriales_Actinobacteria_Actinobacteria;0,010060261;0,00824357;0,017454101;0;0,011953679;0;0;0,01541711;0,013976892;0,011224375;0,011822707;0,005406341;0;0,021975827;0;0;0,013169808;0,010305493;0;0;0,005273114;0,017489069;0,007422002
Noviherbaspirillum_Oxalobacteraceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Novosphingobium_Sphingomonadaceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0,032192835;0,012365355;0,013090576;0,025085054;0,020918939;0,010745755;0;0,011562832;0,01677227;0,007142784;0,011822707;0,021625362;0,048921969;0,019978024;0,02156135;0,017653082;0;0,089528975;0,01536754;0,039165769;0,154897735;0,021236727;0,192972039
Oceanibaculum_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0,017102444;0,015113212;0,035999084;0,043898845;0,013447889;0,021491511;0,049509407;0,020813098;0,015840477;0,030611933;0,024827684;0,029194239;0,017472132;0,033962641;0,033882121;0,017653082;0,034570747;0,026407827;0,022197558;0,017950978;0,011864507;0;0,010120911
Oceanibulbus_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,148891862;0,225324247;0;0,07995861;0;0,044773981;0,031505986;0,144920833;0,025158405;0,136733299;0;0,019462826;0,118810497;0,235740685;0,221773883;0;0,108650918;0;0;0;0,042844054;0,133666458;0,099184929
Oceanicola_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0,007839079;0;0;0;0;0;0;0,005911353;0;0;0;0;0;0;0,027696014;0;0;0;0;0,016193458
Oceaniovalibus_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0,014181457;0;0;0,028655348;0;0,010021121;0;0;0,007093624;0,009731413;0;0;0;0;0,00823113;0,010949587;0;0,008159535;0,003954836;0;0;0
Oceanisphaera_Aeromonadaceae_Aeromonadales_Gammaproteobacteria_Proteobacteria;4,238387944;3,631292592;4,719152603;3,101139802;3,5188644;3,517443943;1,683319831;3,643063071;2,945396944;2,219365109;2,573803247;2,309588686;2,31331027;1,660173809;2,28242288;1,499335067;1,229730842;1,920042253;0,850337232;1,055027906;1,610936439;1,008119925;1,26106553
Oceanobacter_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oceanospirillum_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ochrobactrum_Brucellaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,030180783;0,021982853;0,029453796;0,02665287;0,014942099;0,016118633;0;0,017729676;0,017704063;0,015305966;0,011822707;0,011893949;0;0,017980222;0,010780675;0,011768721;0;0,00772912;0;0,009791442;0,015819343;0,01623985;0,005397819
OM27-clade_Bdellovibrionaceae_Bdellovibrionales_Deltaproteobacteria_Proteobacteria;0;0;0;0;0;0,01074575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OM43-clade_Methylophilaceae_Methylophilales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0,004658964;0;0;0,005406341;0;0;0;0;0;0;0;0;0,003954836;0;0
Opitutus_Opitutaceae_Opitutales_Opitutae_Verrucomicrobia;0;0,00824357;0,009817932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007085027;0;0;0,003954836;0;0
Owenweeksia_Cryomorphaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0,025150652;0,017861068;0,009817932;0;0,028389989;0,008954796;0;0,029292509;0,017704063;0,008163182;0;0,009731413;0;0;0,012320771;0;0;0,010305493;0;0,005711675;0;0;0,006747274
Oxalicibacterium_Oxalobacteraceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Palleronia_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pannonibacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0,007839079;0,01045947;0;0;0;0;0;0;0;0;0;0;0;0;0,003220467;0;0;0;0;0
Paracocccus_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,043259122;0,02473071;0,03272644;0,031356318;0,019424729;0,028655348;0,081015393;0,013875399;0,015840477;0,00918358;0,015369519;0,012975217;0,008736066;0,017980222;0,026181639;0;0,018108486;0,063765241;0;0;0,017796761;0,014990631;0,014169276
Paraglaciecola_Alteromonadaceae_Alteromonadales_Gammaproteobacteria_Proteobacteria;0,012072313;0,006869642;0,014181457;0;0,00896526;0,010745755;0;0,004625133;0;0;0;0;0;0;0;0;0;0,005152747;0;0;0;0;0
Parapusillimonas_Alcaligenaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0,006869642;0;0,009406895;0,01045947;0;0;0,010021121;0,005590757;0;0;0;0;0;0;0,005884361;0;0,010949587;0,013660036;0;0,004613975;0;0,006072547
Parasphingopyxis_Sphingomonadaceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007422002
Parvibaculum_Rhodobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Patulibacter_Patulibacteraceae_Solirubrobacterales_Thermoleophilia_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Paucimonas_Oxalobacteraceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
