;D315_S4;D316_S5;D317_S6;D321_S10;D322_S11;D323_S12;D327_S16;D328_S17;D329_S18;D333_S22;D334_S23;D335_S24;D339_S28;D340_S29;D341_S30;D345_S34;D346_S35;D347_S36;D351_S40;D352_S41;D353_S42;D358_S45;D359_S46
uncultured_Holophagaceae_Holophagales_Holophagae_Acidobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0,006166844;0;0;0;0;0,008736066;0;0;0,005884361;0;0,00579684;0;0,004079768;0,006591393;0;0,008771456
uncultured_Hyphomonadaceae_Caulobacterales_Alphaproteobacteria_Proteobacteria;0,026156679;0,056331062;0,034908202;0,036059765;0,014942099;0,050146859;0,031505986;0,03083422;0,019567648;0,008163182;0,008275895;0,019462826;0,012230492;0,025971431;0,018481157;0,011768721;0,021400938;0,025763734;0;0,019582885;0,017137622;0;0,01821764
uncultured_Methylophilaceae_Methylophilales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Micromonosporaceae_Micromonosporales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Nitrosomonadaceae_Nitrosomonadales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Oxalobacteraceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Phycisphaeraceae_Phycisphaerales_Phycisphaerae_Planctomycetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03696231;0;0;0;0;0;0;0;0
uncultured_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,015090391;0,028852495;0,007636169;0,015678159;0,016436309;0,017909592;0,040507696;0,006937699;0,01677227;0,01836716;0,041379473;0,011893949;0,045427543;0;0,06006376;0,020006826;0,023047164;0,034136947;0,044395117;0,031006234;0,061299955;0,017489069;0,038459462
uncultured_Pseudomonadaceae_Pseudomonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00386456;0;0;0;0;0,008096729
uncultured_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;4,67198519;5,07803913;2,74574829;4,95429817;4,7515876;4,08875994;3,02457467;2,96856451;3,88557585;2,04895868;3,00060296;1,97547684;2,24866338;2,2315453;1,91587993;1,3922397;2,54835789;3,01242456;1,13036797;1,29165443;1,69794283;1,17926296;1,18279715
uncultured_Rhodobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,009054235;0;0;0;0,014942099;0;0;0;0;0;0;0,010812681;0;0;0;0;0;0,01545824;0;0;0,005273114;0;0,010795639
uncultured_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;2,4355892;2,5651242;2,4686644;2,1871031;2,8419873;2,5109249;2,7590242;2,1938547;2,2046217;2,0765094;2,2628661;2,2695818;1,8066184;1,9198881;2,4949562;1,2345388;1,6429336;2,2620558;1,2208657;1,7012631;1,239841;1,4790756;1,2603908
uncultured_Saprospiraceae_Sphingobacteriales_Sphingobacteriia_Bacteroidetes;0,00503013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00579684;0;0;0;0;0
uncultured_Sphingomonadaceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0;0;0,005454407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Xanthobacteraceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0,005101989;0;0;0;0;0;0,071789199;0;0,01159368;0;0;0,106121427;0;0,049255101
uncultured_Xanthomonadaceae_Xanthomonadales_Gammaproteobacteria_Proteobacteria;0,020120522;0,006869642;0;0,012542527;0,026895779;0,010745755;0;0,005395988;0,015840477;0;0,009458165;0;0;0;0;0;0;0,025763734;0;0;0,014501065;0;0,035085825
uncultured_Xanthomonadales-Incertae-Sedis_Xanthomonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Undibacterium_Oxalobacteraceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,008048209;0;0;0;0;0,014327674;0;0;0;0;0;0;0;0;0;0;0;0,008373213;0;0;0,00922795;0;0,005397819
Variibacter_Xanthobacteraceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,014170054;0;0;0,003295696;0;0,021591277
Variovorax_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,054325409;0,056331062;0,088361387;0,068983899;0,068733657;0,053728777;0;0,089419237;0,079202385;0,022448751;0,089852571;0,04000692;0,062899675;0,055938468;0,020021253;0,01647621;0,085603753;0,03671332;0,032442585;0,015503117;0,083710691;0,021236727;0,024964914
Vitellibacter_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003295696;0;0
Williamsia_Nocardiaceae_Corynebacteriales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Xanthobacter_Xanthobacteraceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Xylophilus_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Yangia_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,009017307;0;0;0;0;0
Youngimonas_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,045271174;0;0,01636322;0;0;0;0;0;0;0;0;0;0;0;0;0,011768721;0;0;0;0;0;0;0
