;X22_S5;X23_S6;X24_S7;X28_S11;X29_S12;X30_S13;X34_S17;X35_S18;X36_S19;X40_S23;X41_S24;X42_S25;X46_S29;X47_S30;X48_S31;X52_S35;X53_S36;X54_S37;X59_S41;X60_S42;X64_S46;X65_S47;X66_S48;X70_S52;X71_S53;X72_S54;X76_S58;X77_S59;X78_S60;X82_S64;X83_S65;X84_S66;X88_S70;X89_S71;X90_S72;X94_S76;X95_S77;X96_S78;X100_S81;X101_S82;X106_S86;X107_S87;X108_S88;X112_S92;X113_S93;X114_S94
Klebsiella_Enterobacteriaceae_Enterobacteriales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kordiimonas_Kordiimonadaceae_Kordiimonadales_Alphaproteobacteria_Proteobacteria;0,039753783;0,033607044;0,015936255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Labrenzia_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Labrys_Xanthobacteraceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lapillicoccus_Intrasporangiaceae_Micrococcales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lentibacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,041036163;0,075055732;0,079681275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012630249;0;0;0;0;0;0;0;0
Leptothrix_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lewinella_Saprospiraceae_Sphingobacteriales_Sphingobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limnobacter_Burkholderiaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,010259041;0,010082113;0,015936255;0;0;0;0;0;0;0;0;0,005123161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,010574625;0;0;0;0;0;0;0;0,008137226;0;0;0;0;0;0;0;0;0
Limnohabitans_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,008976661;0,022404696;0,009561753;0,138719814;0,18185597;0,130844382;0,383773703;0,632987636;0,35521257;0,199168823;0;0,281773843;0,600445692;0,413190557;0,803540473;0,862842657;0,714877577;0,823420259;1,14343949;0,619898896;0,973823944;0,273140408;0,366001518;1,093685756;1,028411816;1,061774681;0,988125011;0;1,019393862;1,40841578;1,335044039;1,448481272;0,505540425;1,392736914;0,006583712;1,686363761;1,658366696;1,141458794;0,022061358;0,015339776;2,420390778;1,579786093;2,254554447;2,696792333;1,283367556;2,684545961
Loktanella_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,477045396;0,426809459;0,419123506;0,02547915;0,025979424;0,026168876;0,011858176;0,044900507;0,048754667;0,043911237;0,02245581;0,031763597;0,035077583;0,020501822;0,026512757;0,017319834;0,038993322;0,056330561;0,021401274;0,009884493;0,014519207;0,021191928;0,024928896;0,005873715;0,012696442;0,011447705;0,008744469;0,019836153;0;0,024796052;0,032942645;0,039337998;0,009327314;0,017874698;0,046085983;0,023307467;0,042313576;0,023681718;0,034470872;0,010619845;0,01690217;0,018387423;0,031599483;0,031240524;0,075975359;0,038893652
Luteimonas_Xanthomonadaceae_Xanthomonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lutibacter_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Magnetospira_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maricaulis_Hyphomonadaceae_Caulobacterales_Alphaproteobacteria_Proteobacteria;0;0,008961878;0,007968127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marinicella_Family-Incertae-Sedis_Order-Incertae-Sedis_Gammaproteobacteria_Proteobacteria;0,007694281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marinobacterium_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006583712;0;0;0;0;0;0;0;0;0;0;0
Marinomonas_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0,026929982;0,011202348;0,011155378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maritalea_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marivita_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,012823801;0,008961878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004594195;0;0
Marmoricola_Nocardioidaceae_Propionibacteriales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Massilia_Oxalobacteraceae_Burkholderiales_Betaproteobacteria_Proteobacteria;3,898435496;4,589601981;4,186454183;5,197746511;5,507637951;5,401692254;6,919784828;7,591471094;7,331308854;3,70108994;4,304030283;4,144637075;3,728540773;3,631976533;3,830073624;4,314213286;4,242148532;3,485867656;3,445605096;3,798469316;3,366381814;2,930372742;3,101381287;2,707782673;3,035860396;2,849047694;2,005981217;1,981631722;2,05782205;1,537355253;1,369720508;1,36699542;1,233070925;1,211010814;1,084995721;1,225698538;1,331250203;1,277233975;1,210617029;1,037204857;1,096950848;1,052679967;1,03728739;1,094337196;0,802874743;1,034217575
Mesorhizobium_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,19620415;0,21508508;0,12111554;0,06511338;0,02597942;0,04579553;0,07330509;0,08432534;0,12119017;0,17250843;0,07378338;0,10553711;0,14031033;0,09620086;0,12440601;0,12123884;0,15759801;0,09443653;0,11414013;0,16944845;0,13585829;0,11420095;0,13710893;0,05756241;0,04373219;0,05866949;0,16264713;0,15670561;0,21783728;0,20332763;0,30515292;0,30767934;0,17162258;0,41558674;0,2330634;0,12339247;0,13833285;0,11051468;0,2964495;0,17227749;0,34649449;0,42750759;0,25279587;0,36845442;0,3798768;0,43666964
Methylibium_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Methylobacterium_Methylobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008744469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Methyloferula_Beijerinckiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Methylosinus_Methylocystaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Methylotenera_Methylophilaceae_Methylophilales_Betaproteobacteria_Proteobacteria;2,342908438;2,791625125;2,537051793;3,414206041;3,818975372;3,617847174;1,256966679;1,152081303;1,014097064;1,237355916;1,321684827;1,317676954;0,947094751;0,946237916;0,921828157;0,662877297;0,713252855;0,680937075;0,538089172;0,434917676;0,392018585;0,380277379;0,342205754;0,390014684;0,387946844;0,34629309;0,220360622;0,307460377;0,186113402;0,384338813;0,287814689;0,293630054;0,238779241;0,30535943;0,205411811;0,264608297;0,214822771;0,329965267;0,172354361;0,116818294;0,150429315;0,208390794;0,127771824;0,121286742;0,180698152;0,167949863
Methylovirgula_Beijerinckiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Microbacterium_Microbacteriaceae_Micrococcales_Actinobacteria_Actinobacteria;0;0,005601174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Micrococcus_Micrococcaceae_Micrococcales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0,012536914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007024642;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Microvirga_Methylobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Moraxella_Moraxellaceae_Pseudomonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,024669604;0,032446463;0,022895411;0;0;0;0;0;0,007024642;0;0;0,011850681;0;0;0;0;0;0;0;0;0;0;0
Mycobacterium_Mycobacteriaceae_Corynebacteriales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nakamurella_Nakamurellaceae_Frankiales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Neptunomonas_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nesiotobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nisaea_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0,030777122;0,015683287;0,014342629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nitratireductor_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,017953321;0,014563052;0,025498008;0;0;0;0,019404288;0,01533188;0,033431771;0;0,020317162;0,01434485;0,018570485;0;0,022433871;0,03778873;0,012997774;0,026508499;0,02343949;0,026829337;0,016593379;0,016482611;0,01359758;0,030543319;0,033857179;0,012878669;0,03672677;0,05950846;0,061332826;0,054551315;0,084957348;0,081485852;0,061560273;0,040218071;0,067153861;0,030162604;0,039058686;0,033154405;0,051016891;0,040119414;0,06253803;0,076614263;0,064572857;0,043185431;0,078028747;0,026518399
Nocardioides_Nocardioidaceae_Propionibacteriales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Noviherbaspirillum_Oxalobacteraceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Novosphingobium_Sphingomonadaceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0,020518082;0,034727279;0,033466135;0,014155083;0;0,028349616;0,014014208;0,006570806;0,015322895;0;0,01497054;0,008197057;0;0,015770632;0,0142761;0,009447182;0,012997774;0,026508499;0;0,008472422;0,009333776;0,010595964;0,011331316;0,01174743;0,012696442;0,007154816;0;0,011901692;0;0,012398026;0;0,008429571;0,018654628;0,025322489;0,018434393;0,013710274;0,019529343;0,02683928;0,034470872;0,024779638;0,025353255;0,039839417;0,027477812;0,054211498;0,061601643;0,044197332
Oceanibaculum_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0,019235701;0,024645166;0,012749004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,010402941;0;0;0;0;0;0;0;0;0;0;0;0,006869453;0;0;0
Oceanibulbus_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oceanicola_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,008976661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oceaniovalibus_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oceanisphaera_Aeromonadaceae_Aeromonadales_Gammaproteobacteria_Proteobacteria;0,030777122;0,038087983;0,01752988;0;0;0;0;0;0,008357943;0;0;0,009221689;0;0;0;0,007872652;0;0;0;0;0;0;0;0;0,007053579;0;0;0;0;0;0,086691171;0,042147855;0;0;0,021067878;0;0;0,097884433;0,038607377;0;0;0;0;0;0;0
Oceanobacter_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oceanospirillum_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ochrobactrum_Brucellaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0,053789316;0,070144446;0;0,128283906;0,105132895;0,128155123;0,122324159;0,103724457;0,095290791;0,136183559;0,134050371;0,138682112;0,110217128;0,069863036;0,12425859;0,118216561;0,093196645;0,050817224;0,1083143;0,095183057;0,097503671;0,11426798;0,155974987;0,090942479;0,117033305;0,097286551;0,057030921;0,050280879;0,035123212;0,029847405;0,055113653;0,047402726;0,024678494;0,039058686;0,055257341;0,038607377;0,066079035;0,060847813;0,03217799;0,054955623;0,033997041;0,04312115;0,051268905
OM27-clade_Bdellovibrionaceae_Bdellovibrionales_Deltaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OM43-clade_Methylophilaceae_Methylophilales_Betaproteobacteria_Proteobacteria;0,010259041;0,006721409;0,015936255;0;0;0;0;0;0;0;0;0,011270954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Opitutus_Opitutaceae_Opitutales_Opitutae_Verrucomicrobia;0,219286997;0,219566021;0,247011952;0;0;0;0;0;0;0;0;0,005123161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Owenweeksia_Cryomorphaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0,212875096;0,234129073;0,178486056;0;0;0;0;0;0;0,007841292;0,005346621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005513034;0;0
Oxalicibacterium_Oxalobacteraceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Palleronia_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pannonibacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Paracocccus_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,019235701;0,011202348;0,012749004;0;0;0;0;0;0;0;0,008554594;0;0;0,009462379;0,010197214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Paraglaciecola_Alteromonadaceae_Alteromonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Parapusillimonas_Alcaligenaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,044883303;0,038087983;0,033466135;0;0;0;0;0;0;0;0;0,007172425;0;0;0,0142761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,009597192;0;0,009472687;0;0;0;0;0;0;0;0
Parasphingopyxis_Sphingomonadaceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Parvibaculum_Rhodobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0,005346621;0;0;0;0;0;0;0;0,00611465;0;0;0;0,007931921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Patulibacter_Patulibacteraceae_Solirubrobacterales_Thermoleophilia_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Paucimonas_Oxalobacteraceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedobacter_Sphingobacteriaceae_Sphingobacteriales_Sphingobacteriia_Bacteroidetes;0,185945114;0,174756629;0,168924303;0;0,018185597;0,019626657;0,00539008;0;0,015322895;0,012546068;0,005346621;0,008197057;0;0;0;0;0;0;0;0;0;0;0,007931921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005513034;0;0
Pedomicrobium_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pelagibacterium_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Peredibacter_Bacteriovoracaceae_Bdellovibrionales_Deltaproteobacteria_Proteobacteria;0,033341883;0,041448688;0,04940239;0;0,012989712;0;0;0;0;0,007841292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007661426;0;0,004594195;0;0
Perlucidibaca_Moraxellaceae_Pseudomonadales_Gammaproteobacteria_Proteobacteria;0,069248525;0,117624654;0,065338645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Phaeobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Phaselicystis_Phaselicystidaceae_Myxococcales_Deltaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Phenylobacterium_Caulobacteraceae_Caulobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Phyllobacterium_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,010259041;0;0;0;0,025979424;0,07196441;0,011858176;0;0,011143924;0,017250843;0,025663783;0;0,012380324;0;0;0,009447182;0;0;0;0;0,005185431;0,007063976;0;0;0;0,012878669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pir4-lineage_Planctomycetaceae_Planctomycetales_Planctomycetacia_Planctomycetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pirellula_Planctomycetaceae_Planctomycetales_Planctomycetacia_Planctomycetes;0;0;0;0;0;0;0,006468096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007661426;0;0;0;0
Planctomyces_Planctomycetaceae_Planctomycetales_Planctomycetacia_Planctomycetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007900454;0;0;0;0;0;0;0;0,006869453;0,005513034;0;0
Planococcus_Planococcaceae_Bacillales_Bacilli_Firmicutes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Planomicrobium_Planococcaceae_Bacillales_Bacilli_Firmicutes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pleomorphomonas_Methylocystaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Polaribacter_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0,668120031;0,823372579;0,616733068;0;0,020783539;0,021807397;0;0,013141612;0,013929905;0;0;0,011270954;0;0;0;0;0,024370826;0;0,005095541;0;0;0,005886647;0;0;0;0;0;0;0;0;0;0;0;0;0,006583712;0;0;0;0;0;0;0;0;0,020214457;0,01026694;0,026518399
Polaromonas_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0,011155378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prosthecobacter_Verrucomicrobiaceae_Verrucomicrobiales_Verrucomicrobiae_Verrucomicrobia;0;0,010082113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pseudahrensia_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,007694281;0,008961878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,030800821;0
Pseudaminobacter_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pseudoalteromonas_Pseudoalteromonadaceae_Alteromonadales_Gammaproteobacteria_Proteobacteria;0,083354706;0,08401761;0,094023904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006583712;0;0;0;0;0;0;0;0;0;0;0
