;D312_S1;D313_S2;D314_S3;D318_S7;D319_S8;D320_S9;D324_S13;D325_S14;D326_S15;D330_S19;D331_S20;D332_S21;D336_S25;D337_S26;D338_S27;D342_S31;D343_S32;D344_S33;D348_S37;D349_S38;D350_S39;D354_S43;D355_S44
Pirellula_Planctomycetaceae_Planctomycetales_Planctomycetacia_Planctomycetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012450432;0;0;0,010916633;0,01170686;0;0,011454098;0
Planctomyces_Planctomycetaceae_Planctomycetales_Planctomycetacia_Planctomycetes;0,837978759;0,856947919;0,558750073;1,089354228;0,760168651;0,706881659;1,113028181;0,692457991;0,622102009;0,545998572;0,706008201;0,721665253;0,850882313;0,517958251;0,692469962;0,731462863;0,428891497;0,71167449;0,480331866;0,470030438;0,358178407;0,352213504;0,278296137
Planococcus_Planococcaceae_Bacillales_Bacilli_Firmicutes;0,187418905;0,08551285;0,096416333;0,082590196;0,090525794;0,084940973;0,055820562;0,039077765;0,057959815;0,093109028;0,074879658;0,075086558;0,078577522;0,02696221;0,055030725;0,03548373;0,044809559;0,054078609;0,023652706;0,061461016;0,02387856;0,01049959;0,024809346
Planomicrobium_Planococcaceae_Bacillales_Bacilli_Firmicutes;0,008409823;0;0,009293141;0,005227228;0;0,008638065;0;0;0;0;0;0;0;0;0;0,003112608;0;0;0;0;0;0;0
Pleomorphomonas_Methylocystaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Polaribacter_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;1,679561728;0,913350011;1,304524598;0,910583045;0,869295635;1,078318457;0,67999594;0,66275889;0,515842349;0,541478716;0,401735306;0,724446237;0,479322886;0,577558927;0,603809349;0,390943556;0,192040969;0,309329642;0,280193588;0,385155701;0,34965035;0,232899987;0,225441445
Polaromonas_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prosthecobacter_Verrucomicrobiaceae_Verrucomicrobiales_Verrucomicrobiae_Verrucomicrobia;0,007208419;0,010916534;0;0;0,008680556;0;0;0;0;0;0;0;0,00561268;0;0;0,004980173;0;0;0;0;0;0;0
Pseudahrensia_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pseudaminobacter_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pseudoalteromonas_Pseudoalteromonadaceae_Alteromonadales_Gammaproteobacteria_Proteobacteria;0,102119275;0,076415738;0,105709473;0,065863068;0,053323413;0,070544198;0,071044352;0,062524424;0,02511592;0,022599279;0,016639924;0,029200328;0,014592968;0,01135251;0,044330307;0,02365582;0,010668943;0,008652577;0,020013828;0,026925779;0;0,020044671;0,014022674
Pseudochrobactrum_Brucellaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,015618242;0,033659313;0,026717779;0,022999801;0,01984127;0,015836453;0,008457661;0,034388433;0,013523957;0,034350904;0,021394188;0,018076394;0,014592968;0,008514382;0;0,018053126;0;0,01514201;0,009097194;0,008194802;0;0,014317622;0
Pseudolabrys_Xanthobacteraceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,076889807;0,137366386;0,09525469;0,218498113;0,167410714;0,223150014;0,275719747;0,26416569;0,25309119;0,407690987;0,361324063;0,349013446;0,808225944;0,664121812;0,60533798;0,831688839;1,150112024;0,9755781;1,331829264;1,048934676;0,94490875;1,462306473;1,394716688
Pseudomonas_Pseudomonadaceae_Pseudomonadales_Gammaproteobacteria_Proteobacteria;4,344274;4,020923;3,99605;4,451507;7,18006;4,59689;3,728137;3,870262;3,066074;3,77408;3,656029;4,341115;3,100445;4,01595;3,664129;3,45126;1,922543;3,334487;2,370729;2,691407;2,713628;2,534219;1,546809
Pseudorhodobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;2,595030996;0,164657721;4,221409072;2,290571127;4,215029762;0,154045494;2,379985791;1,620945682;1,655718702;1,741048426;1,141023355;1,993965266;0,990076781;1,516979097;0,582408511;0,364175128;0,448095594;1,491488027;0,664095193;0,584757668;1,130820399;1,016551171;0,160721413
Pseudospirillum_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0,073886299;0,041846714;0,082476622;0,045999603;0,034722222;0,059026778;0,027064515;0,040640875;0,011591963;0,009039711;0,015451358;0,040324263;0,022450721;0,01135251;0,033629888;0,010582867;0,012802731;0,006489433;0;0,007024116;0,010233669;0;0,006472003
Pseudoxanthobacter_Xanthobacteraceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,013215436;0;0,012778068;0,061681285;0,027281746;0;0;0,021883548;0,038639876;0;0,055862602;0,01529541;0,00561268;0;0,015286313;0,148160137;0,034140617;0,08977049;0,014555511;0,112385858;0;0,01049959;0,009708005
Psychrobacter_Moraxellaceae_Pseudomonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003512058;0;0;0
Pusillimonas_Alcaligenaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reyranella_Rhodospirillales-Incertae-Sedis_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rheinheimera_Chromatiaceae_Chromatiales_Gammaproteobacteria_Proteobacteria;0,206641357;0,171025699;0,236975083;0,1515896;0,223214286;0,172761301;0,159004026;0,154747948;0,094667697;0,092205057;0,117668034;0,150173116;0,080822594;0,093658204;0,038215782;0,047934162;0,053344714;0,136278094;0,078235872;0,045656755;0,126215248;0,023862704;0,025888013
Rhizobacter_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,155581719;0,141005231;0,073183481;0,17249851;0,120287698;0,089260006;0,109949592;0,175068386;0,098531685;0,108476537;0,09508528;0,07647705;0,07071977;0,032638465;0,09630377;0,052291813;0,076816387;0,04001817;0,045485972;0,051510185;0,05799079;0,008590573;0,01941601
Rhizobium_Rhizobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,123143832;0,270184217;0,270662717;0,3146791;0,079365079;0,349841635;0,030447579;0,070339977;0,239567233;0,123844047;0,262673085;0,374042299;0,305329801;0,30651776;0,395915497;0,249631156;0,273124933;0,22388544;0,058222044;0,265745727;0,228551936;0,208082775;0,220048109
Rhodobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,138762074;2,663634296;0,063890341;0,067953959;0,055803571;2,735387273;0,191143137;0,046893318;1,447063369;0,340797122;0,478992096;0,018076394;0,008980288;0,025543147;0,796416888;1,015955228;0,010668943;0,121136083;0,365707216;0,151018497;0;0,004772541;0,632098979
Rhodococcus_Nocardiaceae_Corynebacteriales_Actinobacteria_Actinobacteria;0,332788697;0,236524903;0,298542139;0,188180193;0,124007937;0,138209041;0,191143137;0,121922626;0,181607419;0,169042604;0,166399239;0,223869183;0,110008531;0,100753523;0,074902932;0,064742245;0,049077136;0,093015207;0,027291583;0,078435963;0,080163739;0,06681557;0,032360016
Rhodoferax_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rhodoglobus_Microbacteriaceae_Micrococcales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004980173;0;0;0;0;0;0;0
Rhodopirellula_Planctomycetaceae_Planctomycetales_Planctomycetacia_Planctomycetes;0,014416839;0,008187401;0;0,005227228;0,014880952;0;0;0;0;0,004519856;0;0,006952459;0,007857752;0;0;0;0;0;0;0;0;0;0
Rhodoplanes_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007024116;0;0;0
Rhodovulum_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006225216;0;0;0;0;0;0;0
Roseicitreum_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Roseicyclus_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Roseivirga_Flammeovirgaceae_Cytophagales_Cytophagia_Bacteroidetes;0,182613292;0,099158517;0,168438172;0,13068069;0,126488095;0,067664843;0,035522176;0,039077765;0,057959815;0,026215163;0,019017056;0,070915083;0,029185937;0,056762548;0,0244581;0,024900863;0,021337885;0,032447165;0,023652706;0,037461953;0,010233669;0,012408606;0,020494677
Roseivivax_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Roseobacter-clade-CHAB-I-5-lineage_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005407861;0;0;0;0;0
Roseobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Roseovarius_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rubellimicrobium_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ruegeria_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,00360421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004357651;0;0;0;0;0;0;0
Sagittula_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Salinimonas_Alteromonadaceae_Alteromonadales_Gammaproteobacteria_Proteobacteria;0,006607718;0;0;0,005227228;0;0;0;0;0;0;0;0;0;0;0;0,016808083;0;0,006489433;0;0;0;0;0
Salinirepens_Cryomorphaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002926715;0;0;0
Sandaracinus_Sandaracinaceae_Myxococcales_Deltaproteobacteria_Proteobacteria;0,005406315;0,008187401;0,005808213;0,005227228;0,013640873;0;0,008457661;0;0;0;0;0;0;0;0;0,003112608;0;0;0;0;0;0;0
SAR92-clade_Porticoccaceae_Cellvibrionales_Gammaproteobacteria_Proteobacteria;0,08890384;0,076415738;0,138235465;0,054363167;0,091765873;0,099337748;0,027064515;0,039077765;0,056027821;0,027119134;0,034468414;0,033371804;0,00561268;0,015609701;0,021400838;0,022410777;0,019204097;0,029202449;0,012736072;0,019316319;0,017056115;0,019090163;0,010786672
Sedimentitalea_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sediminibacterium_Chitinophagaceae_Sphingobacteriales_Sphingobacteriia_Bacteroidetes;0,006007016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,018053126;0;0;0;0,01756029;0;0;0
Sediminicola_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0,01862175;0,004548556;0,006969855;0,00940901;0;0,008638065;0,008457661;0;0;0,005423827;0,01188566;0,006952459;0,021328185;0;0,007643156;0,006225216;0;0,008652577;0;0,005268087;0;0,006681557;0
Seohaeicola_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,057667355;0,052763248;0,094093048;0,03972693;0,045882937;0,0575871;0,064278223;0,07815553;0,028979907;0,038870759;0,049919772;0,051448197;0,013470432;0,031219401;0,039744413;0,023033299;0,051210925;0,062731186;0,018194389;0,032193866;0,030701006;0,022908195;0,00755067
Shewanella_Shewanellaceae_Alteromonadales_Gammaproteobacteria_Proteobacteria;0,012614734;0;0;0;0,012400794;0,007198388;0,010149193;0;0;0;0,009508528;0;0;0,017028764;0,010700419;0;0;0,005407861;0;0;0;0;0
Shimia_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Shinella_Rhizobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,168797155;0,028201046;0;0,016727128;0,287698413;0;0,243580635;0,204767487;0,013523957;0,31548593;0,135496523;0,029200328;0,153787437;0;0;0,021788256;0,012802731;0,028120877;0,165568939;0,014633575;0,01193928;0,01527213;0,018337342
Sideroxydans_Gallionellaceae_Nitrosomonadales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Simiduia_Cellvibrionaceae_Cellvibrionales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Simplicispira_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,006007016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00585343;0;0;0
Skermanella_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SM1A02_Phycisphaeraceae_Phycisphaerales_Phycisphaerae_Planctomycetes;0,014416839;0;0;0,005227228;0,009920635;0;0;0;0;0,007231769;0,008319962;0,006952459;0;0,008514382;0;0;0;0,006489433;0;0;0;0;0
Smithella_Syntrophaceae_Syntrophobacterales_Deltaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sneathiella_Sneathiellaceae_Sneathiellales_Alphaproteobacteria_Proteobacteria;0,079292614;0,059131226;0,051112273;0,064817622;0,100446429;0,063345811;0,094725803;0,110980852;0,085007728;0,189833941;0,11291377;0,12236328;0,136949396;0,194411727;0,113118714;0,281379757;0,162167929;0,122217656;0,194679961;0,150433154;0,134743305;0,188992612;0,136990734
Sphingobium_Sphingomonadaceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0,028833678;0,02365249;0,027879422;0,016727128;0,012400794;0,01151742;0,021989918;0,015631106;0,02511592;0,007231769;0,027337018;0,008342951;0,015715504;0,014190637;0,013757681;0,058517029;0,012802731;0,055160181;0,018194389;0,047412784;0,272897834;0,01527213;0
Sphingomonas_Sphingomonadaceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0,027632274;0,029110757;0,020909566;0,025090692;0,021081349;0,010077743;0,018606854;0,028135991;0,017387944;0,026215163;0,030902716;0,016685902;0,020205649;0,032638465;0,029043994;0,037973817;0,040541982;0,030284021;0,021833267;0,046827441;0,05799079;0,030544261;0,008629338
Sphingopyxis_Sphingomonadaceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;1,552212985;1,939504207;1,325434164;1,335033925;1,641865079;1,235243305;1,640786224;1,255177804;1,561051005;1,591893187;1,36209663;1,53093149;1,686049122;1,454540294;1,384939925;1,998916812;2,359970127;1,706720889;1,723008624;1,376726762;1,739723691;2,07032816;1,641731477
Sphingorhabdus_Sphingomonadaceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0,110529098;0,114623607;0,098739618;0,117089898;0,125248016;0,073423553;0,104874996;0,090660414;0,112055641;0,097628884;0,079633922;0,088991476;0,069597234;0,07662944;0,065731144;0,148782659;0,070415022;0,169806831;0,100069139;0,016974947;0,12792086;0,091632782;0,049618691
Stakelama_Sphingomonadaceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Stappia_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,00360421;0,006367978;0;0;0;0;0,013532258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005393336
Stenotrophomonas_Xanthomonadaceae_Xanthomonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Streptomyces_Streptomycetaceae_Streptomycetales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Subsaxibacter_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0,013816137;0,010916534;0,017424638;0,010454455;0,013640873;0,041750648;0,01522379;0,010941774;0;0,010847654;0,01188566;0,006952459;0,007857752;0,009933446;0;0,019920691;0,021337885;0,011897294;0,025472144;0,006438773;0,013644892;0,012408606;0,005393336
Sufflavibacter_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0,033639291;0,011826245;0,025556136;0,011499901;0,034722222;0,007198388;0,01522379;0;0;0;0;0,029200328;0;0,007095319;0;0,00373513;0;0;0;0,002926715;0;0;0
Sulfitobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,030035081;0,183761656;0,024394494;0,00940901;0,091765873;0,156924849;0,109949592;0,15787417;0,158423493;0,068701807;0,019017056;0,109848854;0,014592968;0,048248166;0;0,128861968;0;0,008652577;0;0,004682744;0,013644892;0,064906554;0,02696668
Tabrizicola_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tateyamaria_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tenacibaculum_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003112608;0;0;0;0;0;0;0
Terrabacter_Intrasporangiaceae_Micrococcales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Terrimonas_Chitinophagaceae_Sphingobacteriales_Sphingobacteriia_Bacteroidetes;5,342039502;6,795542415;3,051635012;6,134674291;5,166170635;5,53843939;8,833181095;7,871824932;6,087712519;7,540927294;4,026861591;5,325583659;5,741771811;4,485660361;3,260570485;9,502169488;4,254774352;3,7973999;5,805829482;5,172676188;3,721644209;6,515472577;6,733040655
Thalassobaculum_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0,04805613;0,010916534;0,067375269;0,080499305;0,055803571;0,069104521;0,032139112;0,042203986;0,092735703;0,045198557;0,124799429;0,118191804;0,062862018;0,080886631;0,22929469;0,09026563;0,113090793;0,110320362;0,143735672;0,206626083;0,119392802;0,115495485;0,192002761
Thalassospira_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0,061271565;0,050943825;0,020909566;0,043908712;0,031001984;0,04031097;0,027064515;0,018757327;0,021251932;0,018079423;0,020205622;0,020857377;0,012347896;0,007095319;0,013757681;0,026768428;0,023471674;0,00973415;0,012736072;0,016389604;0,008528057;0,011454098;0,005393336
Thauera_Rhodocyclaceae_Rhodocyclales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Thermovum_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0,006367978;0,022071209;0;0;0;0,013532258;0;0;0;0;0;0;0;0;0,026768428;0;0;0,030930461;0,031608523;0,035817841;0;0
Thiobacillus_Hydrogenophilaceae_Hydrogenophilales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Thiogranum_Ectothiorhodospiraceae_Chromatiales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Thiohalocapsa_Chromatiaceae_Chromatiales_Gammaproteobacteria_Proteobacteria;0,004805613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,018675648;0;0;0;0;0;0;0
Tistrella_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0,003003508;0;0,006969855;0;0;0;0;0,007815553;0,009659969;0;0,00594283;0;0;0;0;0;0;0;0;0;0,008528057;0,006681557;0
Tropicimonas_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tumebacillus_Alicyclobacillaceae_Bacillales_Bacilli_Firmicutes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Alcaligenaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Aurantimonadaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Beijerinckiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,00360421;0,008187401;0,018586281;0,010454455;0,009920635;0;0;0;0;0,022599279;0;0;0;0;0;0;0;0,014060438;0;0,068485132;0;0,005727049;0
uncultured_Bradyrhizobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Brucellaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Caulobacteraceae_Caulobacterales_Alphaproteobacteria_Proteobacteria;33,272262;38,89015238;28,67979323;35,11442401;34,38368056;35,00431903;44,03227443;38,99179367;39,40301391;45,33324896;40,91163012;45,43292963;41,94355889;40,6036697;32,53997371;36,4642019;45,36007682;34,79633996;40,75725046;30,35647389;40,16885553;44,2672241;47,18090328
uncultured_Chitinophagaceae_Sphingobacteriales_Sphingobacteriia_Bacteroidetes;0,092508049;0,018194223;0,032525992;0,050181385;0,035962302;0,04031097;0,040596773;0,037514654;0,030911901;0,0470065;0,027337018;0,013904918;0,026940865;0,015609701;0,007643156;0,170570915;0,010668943;0,023794588;0,0327499;0,096581597;0,018761726;0,020999179;0,009708005
uncultured_Colwelliaceae_Alteromonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;1,90662694;0,554923812;1,89463902;0,942991856;0,115327381;0,251943565;0,527758043;0,515826495;0,266615147;0,476392794;0,437392286;0,510310497;0,453504557;0,420042856;0,609923874;0,587660377;0,068281233;0,336368946;0,394818238;0,598220557;0,416169197;0,335032358;0,441174884
uncultured_Corynebacteriaceae_Corynebacteriales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Cryomorphaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0,343000625;0,150102343;0,305511994;0,165180392;0,422867063;0,221710337;0,109949592;0,129738179;0,092735703;0,082261374;0,045165508;0,134877706;0,061739482;0,143325434;0,053502094;0,060384594;0,027739251;0,096259923;0,0327499;0,059704987;0,044345898;0,032453277;0,031281349
uncultured_Cyclobacteriaceae_Cytophagales_Cytophagia_Bacteroidetes;0;0,005458267;0,005808213;0,005227228;0,006200397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Cytophagaceae_Cytophagales_Cytophagia_Bacteroidetes;0,023427363;0,008187401;0,018586281;0,006272673;0;0,021595163;0;0,029699101;0;0,007231769;0;0,008342951;0,012347896;0,014190637;0;0;0,012802731;0,010815722;0,009097194;0,018145633;0,01193928;0,004772541;0
uncultured_Erythrobacteraceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0,010941774;0;0,004519856;0;0;0;0;0;0,013072953;0;0;0;0,004682744;0;0,006681557;0
uncultured_Gemmatimonadaceae_Gemmatimonadales_Gemmatimonadetes_Gemmatimonadetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003512058;0;0,007636065;0,021573344
uncultured_Geodermatophilaceae_Frankiales_Actinobacteria_Actinobacteria;0;0;0;0;0;0,008638065;0;0;0;0;0;0;0,006735216;0;0;0,004980173;0;0;0;0,007024116;0;0;0
uncultured_Holophagaceae_Holophagales_Holophagae_Acidobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,049858234;0,062770071;0,016262996;0,043908712;0,023561508;0,031672905;0,052437498;0,056271981;0,032843895;0,066893865;0,028525584;0,038933771;0,055004266;0,068115058;0;0,076570155;0,057612291;0,055160181;0,116444089;0,093654882;0,102336688;0,18517458;0,194160096
uncultured_Hyphomonadaceae_Caulobacterales_Alphaproteobacteria_Proteobacteria;0,039045605;0,02365249;0,022071209;0,017772574;0,01860119;0,02879355;0,018606854;0;0,019319938;0,010847654;0,010697094;0,01529541;0,006735216;0,008514382;0;0,018675648;0,02987304;0,00973415;0;0,009950831;0,008528057;0;0,006472003
uncultured_Methylophilaceae_Methylophilales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Micromonosporaceae_Micromonosporales_Actinobacteria_Actinobacteria;0,005406315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004357651;0;0;0;0;0;0;0
uncultured_Nitrosomonadaceae_Nitrosomonadales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Oxalobacteraceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Phycisphaeraceae_Phycisphaerales_Phycisphaerae_Planctomycetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,006607718;0;0;0;0,011160714;0;0,008457661;0,012504885;0,009659969;0;0;0;0;0,03831472;0;0,008715302;0;0,038936598;0;0,01170686;0,015350503;0,009545081;0,00755067
uncultured_Pseudomonadaceae_Pseudomonadales_Gammaproteobacteria_Proteobacteria;0,003003508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002926715;0;0;0
