;D312_S1;D313_S2;D314_S3;D318_S7;D319_S8;D320_S9;D324_S13;D325_S14;D326_S15;D330_S19;D331_S20;D332_S21;D336_S25;D337_S26;D338_S27;D342_S31;D343_S32;D344_S33;D348_S37;D349_S38;D350_S39;D354_S43;D355_S44
Dokdonia_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dyadobacter_Cytophagaceae_Cytophagales_Cytophagia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Endozoicomonas_Hahellaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ensifer_Rhizobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Erythrobacter_Erythrobacteraceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0,019222452;0;0;0,005227228;0,012400794;0,008638065;0,028756047;0;0,019319938;0,017175452;0,008319962;0,012514426;0,057249338;0,035476593;0,022929469;0,0865305;0,025605462;0,01514201;0,043666533;0,204870054;0;0,027680736;0,017258675
Escherichia-Shigella_Enterobacteriaceae_Enterobacteriales_Gammaproteobacteria_Proteobacteria;0,068479985;0;0;0,011499901;0;0;0,011840725;0;0,011591963;0,006327798;0,014262792;0,008342951;0,006735216;0;0;0,047311641;0;0;0;0,01170686;0,008528057;0,007636065;0
Exiguobacterium_Family-XII_Bacillales_Bacilli_Firmicutes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Falsirhodobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,00360421;0,034569024;0,04995063;0,012545346;0,013640873;0,018715808;0;0;0;0;0,009508528;0,025028853;0;0;0;0;0;0;0;0;0;0,006681557;0
Ferrovibrio_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;13,0478399;10,8674096;17,9055585;17,3010778;11,09375;16,1690181;8,222538;13,4896444;9,8435085;7,8591251;11,4589648;9,3802578;9,6066634;7,4642751;11,6405271;4,83139;6,2776059;6,9761405;4,8633601;6,0114727;6,2152482;4,1549739;4,3535008
Ferruginibacter_Chitinophagaceae_Sphingobacteriales_Sphingobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Filomicrobium_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flavobacterium_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0,210846268;0,150102343;0,260207934;0,083635641;0,158730159;0,122372589;0,081193545;0,067213755;0,117851623;0,05514224;0,034468414;0,057010164;0,034798617;0,117782287;0,09630377;0,058517029;0,044809559;0,036773454;0,041847094;0,045071412;0,042640287;0,024817212;0,035596018
Fluviicola_Cryomorphaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0,878225768;0,648624062;0,666782831;0,382633059;0,414186508;0,273538727;0,311241923;0,096912857;0,125579598;0,33175741;0,160456409;0,297565249;0,103273315;0,178802026;0,097832401;0,295697753;0,123759735;0,421813148;0,29292966;0,341840318;0,146682586;0,142221713;0,138069401
Frankia_Frankiaceae_Frankiales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frondihabitans_Microbacteriaceae_Micrococcales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gallaecimonas_Unknown-Family_Gammaproteobacteria-Incertae-Sedis_Gammaproteobacteria_Proteobacteria;2,774040079;1,628382988;3,411744206;1,802348071;4,026537698;2,415778866;1,586657194;2,09300508;1,564914992;2,299702593;1,743626315;1,786781985;0,967626061;1,542522244;1,635635452;2,158282338;1,312279953;1,426593697;1,379134675;1,161905877;0,840866451;1,232270011;0,666616329
Gemmobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,091306646;0,012735956;0,60289249;0,093044651;0,138888889;0,053268068;0,021989918;0,68933177;0,019319938;0,037966788;0,606168658;0,304517708;0,193076198;0,072372249;0,016814944;0,058517029;0,823642377;0,165480543;0;0,043900726;0,148388197;0,098314339;0,035596018
GKS98-freshwater-group_Alcaligenaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,043250517;0,035478736;0,102224546;0,025090692;0,045882937;0,020155485;0,023681451;0,040640875;0;0,009039711;0,043976942;0,023638361;0;0,021285956;0,025986731;0,062252159;0,019204097;0,012978866;0;0,01170686;0;0,01049959;0,008629338
Gordonia_Nocardiaceae_Corynebacteriales_Actinobacteria_Actinobacteria;0,003003508;0;0;0;0;0;0;0;0;0,005423827;0;0;0;0;0;0;0;0;0;0;0;0,01049959;0
Haematobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0,005458267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Halomonas_Halomonadaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0;0;0,006969855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hoeflea_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;1,3197415;1,8157835;1,0675495;1,487669;2,1416171;0,7255975;2,4036672;2,2024228;3,3558733;3,2750875;3,8485767;3,1995217;4,0366396;5,6776739;5,5474029;0,4899245;3,4055265;4,6464341;5,538372;4,9239054;6,6706464;4,1339748;3,8810446
Hydrogenophaga_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,038444904;0,045485558;0,025556136;0,05122683;0,021081349;0,035991938;0,025372983;0,034388433;0,019319938;0,044294586;0,013074226;0,050057705;0,033676081;0,019866892;0,015286313;0,02739095;0;0,005407861;0,027291583;0,015218918;0,008528057;0,018135655;0
Hyphomicrobium_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,027031573;0,02365249;0,010454783;0,05122683;0,054563492;0,064785488;0,079502013;0,114107073;0,069551777;0,149155239;0,074879658;0,111239345;0,138071932;0,215697683;0,14521997;0,122636752;0,08748533;0,06489433;0,136457916;0,098922969;0,100631076;0,115495485;0,102473384
Hyphomonas_Hyphomonadaceae_Caulobacterales_Alphaproteobacteria_Proteobacteria;1,081262915;1,142597225;1,007144102;1,589077185;1,185515873;1,963720127;2,19391725;2,002344666;2,28748068;2,033031106;1,740060617;1,432206571;1,730950564;1,562389136;1,262649424;2,167620162;1,999359863;1,415777975;1,537425858;1,175368766;1,241685144;1,291449516;0,922260455
Idiomarina_Idiomarinaceae_Alteromonadales_Gammaproteobacteria_Proteobacteria;1,433274064;1,068910621;2,60672591;1,001536805;1,646825397;1,790958825;0,636016103;1,13794451;0,537094281;0,847924934;0,569323112;0,771722958;0,382784787;0,435652556;0,547249992;0,825463623;0,37981436;0,502931061;0,37480441;0,387497073;0,405935528;0,463890957;0,249172123
Ilumatobacter_Acidimicrobiaceae_Acidimicrobiales_Acidimicrobiia_Actinobacteria;0,027031573;0,01546509;0,018586281;0,022999801;0,017361111;0,010077743;0,016915322;0,014067995;0,019319938;0,018983394;0,013074226;0,01529541;0,010102824;0;0,013757681;0,02365582;0;0,016223583;0,01637495;0,009365488;0,010233669;0,004772541;0
Imperialibacter_Flammeovirgaceae_Cytophagales_Cytophagia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jahnella_Polyangiaceae_Myxococcales_Deltaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jannaschia_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jatrophihabitans_Frankiaceae_Frankiales_Actinobacteria_Actinobacteria;0,010211928;0;0,009293141;0;0;0;0;0;0;0;0;0;0;0;0;0,005602694;0;0;0;0,002926715;0;0,004772541;0,00755067
Jhaorihella_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaistia_Rhizobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kerstersia_Alcaligenaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,018021049;0;0,015101353;0,014636237;0,026041667;0,007198388;0;0;0,038639876;0,00813574;0;0;0,008980288;0,008514382;0;0,004357651;0;0;0,01637495;0,003512058;0;0;0
Ketogulonicigenium_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,176005575;0,075506027;0,132427252;0,094090096;0,091765873;0,087820328;0,094725803;0,07815553;0,06568779;0,083165345;0,066559696;0,063962624;0,042656369;0,058181612;0,053502094;0,049801727;0,038408194;0,072465336;0,027291583;0,033364552;0,042640287;0,035316801;0,023730678
Kiloniella_Sphingomonadales-Incertae-Sedis_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Klebsiella_Enterobacteriaceae_Enterobacteriales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kordiimonas_Kordiimonadaceae_Kordiimonadales_Alphaproteobacteria_Proteobacteria;0,009611226;0,012735956;0,013939711;0,00940901;0,009920635;0;0;0,017194216;0;0;0;0;0,00561268;0,009933446;0;0,004357651;0;0;0;0;0;0,005727049;0
Labrenzia_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004357651;0;0;0;0;0;0;0
Labrys_Xanthobacteraceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lapillicoccus_Intrasporangiaceae_Micrococcales_Actinobacteria_Actinobacteria;0,007208419;0;0;0;0;0;0;0;0;0,009039711;0,00594283;0;0,00561268;0,007095319;0,007643156;0,004357651;0;0;0;0,003512058;0;0;0
Lentibacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0,01546509;0,04995063;0,015681683;0,050843254;0,02303484;0,016915322;0,025009769;0,030911901;0,03163899;0,016639924;0,026419345;0,012347896;0,008514382;0,019872206;0,013695475;0,034140617;0,00973415;0;0,009365488;0;0;0
Leptothrix_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lewinella_Saprospiraceae_Sphingobacteriales_Sphingobacteriia_Bacteroidetes;0,012614734;0;0,008131498;0,013590792;0,016121032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limnobacter_Burkholderiaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Limnohabitans_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,506391465;1,001591995;0,04995063;1,686303618;1,860119048;1,644111719;1,006461653;1,911684252;1,655718702;0,879563924;0,694122541;0,791189844;0,33676081;0,969220508;2,682747868;0,018053126;1,239731143;0,815505419;0,593137077;0,517443222;0,591847177;0,319760228;0,148856073
Loktanella_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,44872411;0,272003639;0,69814718;0,310497318;0,37078373;0,506766484;0,221590717;0,218835483;0,179675425;0,169042604;0,162833541;0,228040658;0,098783171;0,174544835;0,233880583;0,151272745;0,145097621;0,155746393;0,100069139;0,132872863;0,182500426;0,145085238;0,128361397
Luteimonas_Xanthomonadaceae_Xanthomonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lutibacter_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Magnetospira_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maricaulis_Hyphomonadaceae_Caulobacterales_Alphaproteobacteria_Proteobacteria;0,01501754;0,01546509;0,025556136;0,012545346;0,016121032;0;0;0,020320438;0;0,009039711;0,015451358;0,013904918;0,019083113;0,01135251;0;0,006847737;0,017070308;0,017305155;0,020013828;0,009950831;0;0;0
Marinicella_Family-Incertae-Sedis_Order-Incertae-Sedis_Gammaproteobacteria_Proteobacteria;0,520808304;0,323857175;0,446070744;0,476723156;0,458829365;0,405989058;0,292635069;0,198515045;0,21251932;0,238648382;0,241278897;0,472767218;0,160522653;0,133391988;0,117704607;0,112676407;0,115224581;0,193601419;0,156471744;0,133458207;0,160327477;0,103086879;0,076585371
Marinobacterium_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0,035441396;0,014555379;0,031364349;0,036590593;0,023561508;0,014396775;0,027064515;0,023446659;0,009659969;0,025311192;0,022582754;0,016685902;0,007857752;0,021285956;0,021400838;0,010582867;0,021337885;0,01514201;0,01637495;0,006438773;0;0;0
Marinomonas_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0,031236484;0,028201046;0,038334205;0,08154475;0,017361111;0,010077743;0,018606854;0,042203986;0,015455951;0,019887365;0,028525584;0,009733443;0,029185937;0,034057529;0,025986731;0,031126079;0,017070308;0,02487616;0,038208217;0,033364552;0,010233669;0,008590573;0,00755067
Maritalea_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marivita_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,02583017;0,02365249;0,029041064;0,008363564;0,024801587;0,012957098;0,025372983;0,034388433;0,017387944;0,012655596;0,015451358;0,008342951;0;0,031219401;0,010700419;0,018675648;0,012802731;0,010815722;0,01637495;0,009365488;0,01193928;0,009545081;0,012944006
Marmoricola_Nocardioidaceae_Propionibacteriales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Massilia_Oxalobacteraceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0,005423827;0;0;0;0;0;0,006225216;0;0;0;0;0;0;0
Mesorhizobium_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,39165746;0,44120992;0,29157228;0,3146791;0,234375;0,44054132;0,4364153;0,45642829;0,38060278;0,42848232;0,07250253;0,52282492;0,55565534;0,43423349;0,26445321;0,3921886;0,42249013;0,38720284;0,68047014;0,54612503;0,56796862;0,6805643;0,65582966
Methylibium_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0,518353175;0,395911316;0;0;0,158423493;0;0;0;0,234610031;0;0;0;0,418222554;0;0;0;0;0;0
Methylobacterium_Methylobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0,006969855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Methyloferula_Beijerinckiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Methylosinus_Methylocystaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003112608;0;0;0;0,002926715;0;0;0
Methylotenera_Methylophilaceae_Methylophilales_Betaproteobacteria_Proteobacteria;0,841582969;0,45212645;0,863100424;0,480904938;0,813492063;0,505326807;0,544673365;0,828448613;0,5312983;0,480912649;0,48374636;0,510310497;0,359211531;0,542082334;0,625210187;0,619408978;0,328603435;0,41316057;0,403915432;0,439007258;0,293365171;0,361758586;0,320364158
Methylovirgula_Beijerinckiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0,01546509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Microbacterium_Microbacteriaceae_Micrococcales_Actinobacteria_Actinobacteria;0,04805613;0,056402092;0,055758843;0,038681484;0,048363095;0,044630003;0,030447579;0,031262212;0,050231839;0,037966788;0,021394188;0,03059082;0,016838041;0,018447828;0,030572625;0,008715302;0,023471674;0,01514201;0;0,014048232;0,01193928;0,006681557;0,009708005
Micrococcus_Micrococcaceae_Micrococcales_Actinobacteria_Actinobacteria;0,088303138;0,034569024;0,04530406;0,037636039;0,029761905;0,02303484;0,032139112;0,034388433;0,028979907;0,065085922;0,030902716;0,069524591;0,012347896;0,01135251;0,029043994;0,016808083;0;0;0,018194389;0,010536174;0;0,008590573;0,009708005
Microvirga_Methylobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Moraxella_Moraxellaceae_Pseudomonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0,012347896;0,018447828;0,013757681;0;0;0;0;0,004097401;0;0,005727049;0
Mycobacterium_Mycobacteriaceae_Corynebacteriales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nakamurella_Nakamurellaceae_Frankiales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Neptunomonas_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nesiotobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nisaea_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nitratireductor_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,036042097;0;0;0,027181583;0;0;0;0,018757327;0,019319938;0,021695307;0,009508528;0,027809836;0,023573257;0,02696221;0,03668715;0,063497202;0,046943348;0,023794588;0,141916233;0,065558417;0,085280573;0,13363114;0,063641365
Nocardioides_Nocardioidaceae_Propionibacteriales_Actinobacteria_Actinobacteria;0,021625258;0,005458267;0,008131498;0;0;0;0;0;0;0,010847654;0,009508528;0,009733443;0;0,012771573;0,009171788;0,008092781;0;0;0;0;0;0;0
Noviherbaspirillum_Oxalobacteraceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Novosphingobium_Sphingomonadaceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0,045052621;0,014555379;0,009293141;0,022999801;0,040922619;0,012957098;0,025372983;0,017194216;0,017387944;0,041582673;0,028525584;0,006952459;0,040411297;0,08798195;0,064202513;0,164345699;0,017070308;0,029202449;0,023652706;0,11472723;0,040934675;0,035316801;0,023730678
Oceanibaculum_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0,021024557;0,025471913;0,005808213;0,015681683;0,014880952;0,02879355;0,013532258;0,037514654;0,021251932;0,014463538;0,008319962;0,016685902;0,017960577;0;0,009171788;0,017430604;0,012802731;0;0,009097194;0,009950831;0;0,004772541;0,009708005
Oceanibulbus_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,141765582;0;0,126619039;0,123362571;0;0;0;0;0,036707883;0,043390615;0,111725204;0,011123935;0,13021418;0,012771573;0,114647345;0;0,093886696;0,062731186;0,054583167;0,107703114;0,075046904;0;0,011865339
Oceanicola_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,007208419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003512058;0;0;0
Oceaniovalibus_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0,025150652;0;0;0,036059765;0;0;0,054010262;0;0;0;0;0;0;0;0;0,007061233;0;0;0,008537522;0;0
Oceanisphaera_Aeromonadaceae_Aeromonadales_Gammaproteobacteria_Proteobacteria;4,39893796;3,055719809;2,954057037;2,688885869;2,056051587;2,630290815;2,560979735;1,941383353;1,827666151;1,672346619;1,828014501;2,258158711;1,518791253;1,118222197;1,065455991;1,725629836;0,919662861;1,708884034;0,722317237;1,216342777;0,989254648;0,640474963;0,476770902
Oceanobacter_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004980173;0;0;0;0;0;0;0
Oceanospirillum_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ochrobactrum_Brucellaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,023427363;0,033659313;0;0;0;0;0;0;0,052163833;0;0,048731206;0;0;0;0;0,00373513;0;0;0;0;0;0;0
OM27-clade_Bdellovibrionaceae_Bdellovibrionales_Deltaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OM43-clade_Methylophilaceae_Methylophilales_Betaproteobacteria_Proteobacteria;0,004204911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00373513;0;0;0;0,002926715;0;0;0
Opitutus_Opitutaceae_Opitutales_Opitutae_Verrucomicrobia;0,042049113;0,026381624;0,068536911;0,034499702;0,063244048;0,082061618;0,020298386;0,037514654;0,028979907;0,018983394;0,019017056;0,034762295;0,013470432;0,022705019;0,027515363;0,028013471;0,019204097;0,029202449;0,030930461;0,028681808;0,035817841;0,046770899;0,022652011
Owenweeksia_Cryomorphaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0;0;0,012778068;0;0,016121032;0;0;0;0;0;0;0;0;0,015609701;0;0;0;0;0,009097194;0;0;0;0
Oxalicibacterium_Oxalobacteraceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,004805613;0;0;0;0,013640873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005268087;0;0;0,00755067
Palleronia_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pannonibacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01182791;0;0;0;0;0;0;0
Paracocccus_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,021625258;0;0,019747924;0;0;0,007198388;0,008457661;0;0;0;0;0;0,006735216;0,02696221;0;0,026145907;0;0;0;0,009950831;0;0,004772541;0
Paraglaciecola_Alteromonadaceae_Alteromonadales_Gammaproteobacteria_Proteobacteria;0,009611226;0,018194223;0,012778068;0,008363564;0,007440476;0,007198388;0;0,009378664;0;0;0,00594283;0;0;0;0;0,003112608;0;0,00973415;0;0,003512058;0;0;0
Parapusillimonas_Alcaligenaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Parasphingopyxis_Sphingomonadaceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007636065;0
Parvibaculum_Rhodobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,190422413;0,161928588;0,137073822;0,201770985;0,152529762;0,201554852;0,199600798;0,23915592;0,245363215;0,234128527;0,210376181;0,207183281;0,300839657;0,133391988;0,111590082;0,238425767;0,198442334;0,165480543;0,138277355;0,196675252;0,122804025;0,194719661;0,214654773
Patulibacter_Patulibacteraceae_Solirubrobacterales_Thermoleophilia_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Paucimonas_Oxalobacteraceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedobacter_Sphingobacteriaceae_Sphingobacteriales_Sphingobacteriia_Bacteroidetes;0,105122783;0,099158517;0,04995063;0,061681285;0,03844246;0,089260006;0,055820562;0,065650645;0,048299845;0,041582673;0,015451358;0,073696066;0,049391585;0,024124083;0,055030725;0,021788256;0,010668943;0,00973415;0,012736072;0,028681808;0,015350503;0,013363114;0,010786672
Pedomicrobium_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,00360421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pelagibacterium_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Peredibacter_Bacteriovoracaceae_Bdellovibrionales_Deltaproteobacteria_Proteobacteria;0,057667355;0,038207869;0,039495847;0,026136138;0,022321429;0,02303484;0,033830644;0,020320438;0,030911901;0,014463538;0,01782849;0,016685902;0,041533833;0,028381274;0;0,022410777;0,019204097;0,007571005;0,01637495;0,033949895;0;0,004772541;0,009708005
Perlucidibaca_Moraxellaceae_Pseudomonadales_Gammaproteobacteria_Proteobacteria;0,029434379;0,016374801;0,039495847;0,024045247;0,029761905;0,01151742;0,010149193;0;0,011591963;0,009039711;0,009508528;0,011123935;0;0;0;0,009960345;0,01493652;0,016223583;0;0,008194802;0,010233669;0,005727049;0
Phaeobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Phaselicystis_Phaselicystidaceae_Myxococcales_Deltaproteobacteria_Proteobacteria;0,025229468;0;0,018586281;0,015681683;0,031001984;0,014396775;0,01522379;0,029699101;0,019319938;0,012655596;0,01782849;0,013904918;0;0,014190637;0;0,004980173;0;0,014060438;0;0,004097401;0,01193928;0;0
Phenylobacterium_Caulobacteraceae_Caulobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Phyllobacterium_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006225216;0;0;0;0,014048232;0;0;0
Pir4-lineage_Planctomycetaceae_Planctomycetales_Planctomycetacia_Planctomycetes;0,056465952;0,047304981;0,023232851;0,036590593;0,009920635;0,02879355;0,03890524;0,020320438;0,02511592;0,018983394;0,028525584;0,058400656;0,016838041;0,014190637;0,025986731;0,014940518;0,019204097;0,028120877;0;0,012292203;0,027289783;0,004772541;0,00755067
